name,isin,symbol
AMUNDI ETF MSCI USA,FR0010688275,18MN
AMU.ETF MSCI P.E J.U.E.DR,FR0010713669,18MM
AMUNDI ETF MSCI INDIA,FR0010713727,18MK
AMUNDI ETF MSCI EUR.TEL.,FR0010713735,540C
AMUNDI MSCI EUR.M.VOL.FAC,FR0010713768,MIVA
AMUNDI ETF MSCI CHINA,FR0010713784,18MG
AM.ETF MSCI E.EUR.EX RUSS,FR0010717074,540G
AMUNDI ETF EMU HGH DIV.,FR0010717090,18M2
AMUNDI ETF EUR.H.DIV.F. C,FR0010718874,18M7
LYXOR EURO C.BD U.ETF CEO,FR0010737544,LYQJ
AMUNDI ETF EURO CRPS,FR0010754119,18MT
AMUNDI ETF EO INFLATION,FR0010754127,18MU
AM.ETF G.BD EMTS B.IG 1-3,FR0010754135,18MX
A.ETF G.B.EMTS B.IG 10-15,FR0010754143,18MW
AM.ETF G.BD EMTS B.IG 3-5,FR0010754168,18MY
AM.ETF G.BD EMTS B.IG 5-7,FR0010754176,18MZ
A.ETF G.BD EMTS B.IG 7-10,FR0010754184,18M0
AM.ETF G.B.EOMTS B.I.G.,FR0010754192,18MV
AMU.ETF CASH 3 M.EOM.I.G.,FR0010754200,18M1
AMUNDI ETF LEV. USA,FR0010755611,18MF
AMUNDI ETF LE.EO ST.50 D.,FR0010756072,18MD
AMUNDI ETF MSCI WLD,FR0010756098,AMEW
AMUNDI ETF MSCI WLD X EMU,FR0010756114,18MP
AMUNDI ETF WLD EX EU.,FR0010756122,18MQ
AMUNDI ETF SH.EOSTXX 50 D,FR0010757781,18MS
AMUNDI ETF STOXX EURO.50,FR0010790980,AE50
AMUN.ETF STXX EUR.600U.E.,FR0010791004,540E
AMUNDI ETF MSCI EUR MAT.,FR0010791137,540B
AMUNDI ETF MSCI WLD ENER.,FR0010791145,540L
AMUNDI ETF MSCI WLD FIN.,FR0010791152,540M
AMUNDI ETF FTSE EPRA E.RE,FR0010791160,REAL
AMUNDI ETF SHT USA,FR0010791194,GC2U
LYX.E.C.BD X FI.U.ETF CEO,FR0010814236,LYPJ
AMUNDI ETF MSCI EU X EMU,FR0010821819,540H
AM.ETF SH.GV.BD EOM.B.I.G,FR0010821850,540P
A.ETF S.G.B.E.B.I.G 10-15,FR0010823385,540Q
L.FTSE E./N.D.E.U.ETF DEO,FR0010833558,LYPL
LY.FTSE E./N.U.S.UETF DEO,FR0010833566,LYPM
LY.FTSE E./N.G.D.UETF DEO,FR0010833574,LYPP
LY.D.SHORTDAX X2 UETF CEO,FR0010869495,LYQL
LYX.D.DOU.SH.BUND U.ETF A,FR0010869578,LYQK
AM.ETF GO.BD L.R.EOM.I.G.,FR0010892190,KX1G
AMUNDI ETF NASDAQ-100,FR0010892216,6AQQ
AMUNDI ETF S+P 500,FR0010892224,AUM5
AMUNDI ETF EUROSTOXX S.C.,FR0010900076,ZESM
AM.ETF GO.BD H.R.EOM.I.G.,FR0010930636,DE5A
AMUNDI ETF MSCI EUR.ENER.,FR0010930644,AMEE
AMUNDI ETF MSCI EMER.MKTS,FR0010959676,AMEM
L.IBOXX DL L.E.M.S.UETF A,FR0010967323,LYQS
LYX.BOFAML EO HYXFB.U.ETF,FR0010975771,LYQY
AMUNDI ETF EO CO.X.FI.IB.,FR0011020940,AFIX
AMUNDI ETF EO COR.FIN.IB.,FR0011020957,AFIN
AMUNDI ETF MSCI EM ASIA A,FR0011020965,AMEA
AMUNDI ETF MSCI EM L.AM.A,FR0011020973,AMEL
LYX.DAIL.LEVER.BUND U.ETF,FR0011023654,LYMI
LYX.MSCI INDON.U.ETF CEO,FR0011067511,LYSZ
L.T.(SET50NET TR)UETF CEO,FR0011067529,LYS0
LY.MSCI AL.CO.WO.UETF CEO,FR0011079466,LYY0
L.E.HRMWGB.1-3Y(DR)UETF C,FR0011146315,LYS4
L.E.HRMWGB.3-5Y(DR)U.ETF,FR0011146349,LYS5
L.EHRMWGB5-7Y(DR)UETF CEO,FR0011146356,LYS6
AMUN.E.J.TOP.U.E.D.HED.EO,FR0011314277,TTPX
LYX.JAP.(TOPIX)(DR) DHEO,FR0011475078,JPNH
AMUNDI ETF EO HYLB IBOXX,FR0011494822,AHYE
BNP P.E.S+P 500 UCITS CEO,FR0011550185,ESEE
BNP PE.ST.EUR.600 UCITS C,FR0011550193,ETSZ
AMUNDI E.RUSS.2000 ETF EO,FR0011636190,RS2K
AM.ETF GB LR E.IG 1-3 C,FR0011807015,X13G
AM.ETF G.EQ.M.S.A.S.B.EOD,FR0011829084,SM8T
L.GE.MI.-CA.MDAX UETFDEO,FR0011857234,MD4X
AMUNDI ETF FR E.COR.1-3 C,FR0012005734,FRNE
AMUNDI ETF JPX-NIK.400 EO,FR0012205631,JP40
L.IBOXX GE.1-3Y(DR)UETF C,FR0012283398,DU13
LY.BAR.F.R.E.0-7YUETF CEO,FR0012386696,NK4L
AMUNDI ETF S+P 500 BUY.EO,FR0012395473,B500
AMUNDI ETF FR DL CORP.C,FR0012647451,FRNU
AMUNDI ETF MSCI WLD LOW C,FR0012657963,LWCR
AMUNDI ETF JPX-N.400 DHEO,FR0012688299,JP4H
BNP P.E.EURO ST. 50 C EO,FR0012739431,ETDD
BNP P.E.EURO ST. 50 D EO,FR0012740983,ETBB
AMUNDI ETF MSCI EU.BU.ETF,FR0012805687,AMEB
AMUNDI ETF BBB EO C.I.GR.,FR0012951044,CAB3
AM.ETF G.EQ.M.S.A.S.B.EOA,FR0013040292,SMRE
BNP P.E.S+E 500 UC.EUR HD,FR0013041530,ESEH
AMUNDI ETF MSCI EU.MO.FC.,FR0013140514,MJMT
AMUNDI ETF MSCI EU.QU.FC.,FR0013140522,AMEQ
AMUNDI ETF FR DL CORP.EOH,FR0013141462,FRNH
AMUNDI ETF NASD.-100 D.H.,FR0013188711,HNDX
"SOLUTIONS 30 INH. EO-,51",FR0013188844,30L2
AMUNDI ETF S+P 500 D.H.EO,FR0013213444,H1D5
"BHP BILLITON       DL-,50",GB0000566504,BIL
"DIAGEO PLC LS-,28935185",GB0002374006,GUI
"BAE SYSTEMS PLC   LS-,025",GB0002634946,BSP
"BRIT.AMER.TOBACCO  LS-,25",GB0002875804,BMT
IMPERIAL BRANDS PLC LS-10,GB0004544929,ITB
"HSBC HLDGS PLC     DL-,50",GB0005405286,HBC1
"MORRISON SUPERMKTS LS-,10",GB0006043169,MZP
"ASSOC. BR. FOODS LS-,0568",GB0006731235,AFO1
"PEARSON PLC        LS-,25",GB0006776081,PES
"RIO TINTO PLC      LS-,10",GB0007188757,RIO1
SSE PLC,GB0007908733,SCT
"BP PLC             DL-,25",GB0007980591,BPE5
"LLOYDS BKG GRP     LS-,10",GB0008706128,LLD
"TESCO PLC          LS-,05",GB0008847096,TCO
"GLAXOSMITHKLINE   LS-,25",GB0009252882,GS7
"ASTRAZENECA PLC    DL-,25",GB0009895292,ZEG
BT GROUP PLC      LS 0.05,GB0030913577,BTQ
"BARCLAYS PLC      LS 0,25",GB0031348658,BCY
"DIALOG SEMICOND.   LS-,10",GB0059822006,DLG
"ADMIRAL GROUP PLC LS-,001",GB00B02J6398,FLN
ROYAL DUTCH SHELL A EO-07,GB00B03MLX29,R6C
ROYAL DUTCH SHELL B EO-07,GB00B03MM408,R6C3
"AIR BERLIN PLC    EO -,25",GB00B128C026,AB1
"THOMAS COOK GROUP  EO-,01",GB00B1VYCH82,TCG
"ANGLO AMERICAN DL-,54945",GB00B1XZS820,NGLB
"CAPITA PLC   SL-,02066666",GB00B23K0M20,CTAA
"RECKITT BENCK.GRP LS -,10",GB00B24CGK77,3RB
"AWILCO DRILLING   LS -,01",GB00B5LJSC86,0AI
"EASYJET PLC  LS-,27285714",GB00B7KR2P84,EJT1
ROYAL BK SCOTLD GRP  LS 1,GB00B7T77214,RYS1
NATIONAL GRID PLC,GB00BDR05C01,NNGF
VODAFONE GROUP PLC,GB00BH4HKS39,VODI
ZEAL NETWORK SE      EO 1,GB00BHD66J44,TIM
"ERGOMED PLC       LS -,01",GB00BN7ZCY67,2EM
"INDIVIOR PLC      DL 0,10",GB00BRS65X63,2IV
CO.CCBI RQFII MON.MK.C EO,GB00BVJF7F66,CCME
CO.CCBI RQFII MON.MK.A CH,GB00BVJF7G73,CCMR
CHINA MOBILE LTD.,HK0941009539,CTM
LENOVO GROUP,HK0992009065,LHL
IS FTSEOFIRST 80U.ETF EOD,IE0004855221,IQQ8
IS CO.FTSE 100 U.ETF LSD,IE0005042456,IUSZ
ISHS II-STXX EUR.50 EODIS,IE0008470928,EUN1
ISHSII-EURO STOXX50 EODIS,IE0008471009,EUN2
"BK OF IRELD CAP.ST.EO-,05",IE0030606259,BIR
IS FTSEUFI.100 U.ETF EOD,IE0030974079,IQQ1
ISHS-S+P 500 DL D,IE0031442068,IUSA
P.SHS EQQQ NASD.-100U.ETF,IE0032077012,EQQQ
ISHS-EO C.BD L.C.U.ETFEOD,IE0032523478,IBCS
IS DL CORP BD U.ETF DLD,IE0032895942,IBCD
IS MSCI JAP.U.ETF USD D,IE00B02KXH56,IQQJ
ISHS-CHINA LARGE CAP DL D,IE00B02KXK85,IQQC
ISHS-ESTXX MID UC. ETF,IE00B02KXL92,IQQM
IS EO STOXX SM.U.ETF EOD,IE00B02KXM00,IQQS
ISHS-MSCI WORLD DL D,IE00B0M62Q58,IQQW
IS EURO DIVID.U.ETF EOD,IE00B0M62S72,IQQA
IS EO TO.MA.V.L.U.ETF EOD,IE00B0M62T89,IQQV
IS EO.TO.MA.G.L.U.ETF EOD,IE00B0M62V02,IQQG
IS EO I.L.GO.BD U.ETF EOA,IE00B0M62X26,IBCI
ISHS-UK DIVIDEND LS D,IE00B0M63060,IQQD
IS MSCI EM U.ETF USD D,IE00B0M63177,IQQE
IS EUR.PROP.YI.U.ETF EOD,IE00B0M63284,IQQP
ISHS-MSCI KOREA DL D,IE00B0M63391,IQQK
IS MSCI BRAZ.U.ETF USD D,IE00B0M63516,IQQB
ISHS-MSCI TAIWAN DL D,IE00B0M63623,IQQT
IS MSCI AC FEXJ.U.ETF DLD,IE00B0M63730,IQQF
ISHS-MSCI EAST.EUR.C.DL D,IE00B0M63953,IQQR
ISHS-MSCI NTH AMERICA DLD,IE00B14X4M10,IQQN
IS MSCI EU.XUK U.ETF EOD,IE00B14X4N27,IQQU
IS EO G.B.1-3YR U.ETF EOD,IE00B14X4Q57,IBCA
IS DL T.BD1-3YR U.ETF DLD,IE00B14X4S71,IUSU
ISHS-ASIA PAC.DIV.DL D,IE00B14X4T88,IQQX
ISHSII-ASIA PROP.YLD DLD,IE00B1FZS244,IQQ4
ISHSII-DEV.MKT.PR.Y.DLDIS,IE00B1FZS350,IQQ6
ISHSII-GL INFRASTR.DLDIS,IE00B1FZS467,IQQI
ISHSII-MSCI TURKEY DLDIS,IE00B1FZS574,IQQ5
ISHSII-EO G.BD3-5YR EODIS,IE00B1FZS681,IBCN
ISHSII-DLT.BD7-10YR DLDIS,IE00B1FZS798,IUSM
ISHSII-EO G.BD 7-10YR EOD,IE00B1FZS806,IBCM
ISHSII EO G.BD15-30YR EOD,IE00B1FZS913,IBCL
ISHSII-DL TIPS DL ACC,IE00B1FZSC47,IUST
ISHSII-US PROP.YLD DLDIS,IE00B1FZSF77,IQQ7
ISHSII-LIST.PRIV.EQ.DLDIS,IE00B1TXHL60,IQQL
ISHSII-GL.WATER DLDIS,IE00B1TXK627,IQQQ
ISHSII-BRIC 50 DL DIS,IE00B1W57M07,IQQ9
ISHSII-GL.CL.ENERGY DLDIS,IE00B1XNHC34,IQQH
ISHSII-MSCI EUROPE EODIS,IE00B1YZSC51,IQQY
P.SHS FTSE RA.US1000U.ETF,IE00B23D8S39,6PSA
P.SHS FTSE RAF.EURO.U.ETF,IE00B23D8X81,6PSC
P.SHS FTS.RA.E.M.-S.U.ETF,IE00B23D8Y98,6PSD
P.SHS DYNAMI.US MKT.U.ETF,IE00B23D9240,6PSH
P.SHS FTSE RA.EM.MK.U.ETF,IE00B23D9570,6PSK
P.SHS FTSE R.A-W3000U.ETF,IE00B23LNQ02,PSWD
ISHSII-GL.T.+FOREST.DLDIS,IE00B27YCF74,IUSB
ISHSII-MSCI EM LAT.AM.DLD,IE00B27YCK28,IUSC
ISHSII-MSCI WLD ISL.DLDIS,IE00B27YCN58,IUSD
ISHSII-MSCI EM ISL.DLDIS,IE00B27YCP72,IUSE
ISHSII-MSCI USA ISL.DLDIS,IE00B296QM64,IUSF
ISHSII-JPM DL EM BD DLDIS,IE00B2NPKV68,IUS7
ISHSII-EM INFRASTR.DLDIS,IE00B2NPL135,IUS8
ISHSIII-S+P SM.CAP600 DLD,IE00B2QWCY14,IUS3
ISHSII-MSCI ACFE XJSC DLD,IE00B2QWDR12,IUS9
ISHSIII-MSCI J.SM.CAP DLD,IE00B2QWDY88,IUS4
ISHSIII-G.I.L.GOV.B.DLACC,IE00B3B8PX14,IUS5
ISHSIII-EO COV.BD EO DIS,IE00B3B8Q275,IUS6
P.SHS EO.MTS CA.3MO.U.ETF,IE00B3BPCH51,PJEU
ISHSIII-EO AGGR.BD EO DIS,IE00B3DKXQ41,EUN4
ISHSIII-MSCI EM SM.C.DL D,IE00B3F81G20,EUNI
ISHSIII-GL.GOV.BD DL DIS,IE00B3F81K65,EUN3
ISHSIII-C.EO CORP.B.EODIS,IE00B3F81R35,EUN5
ISHSIII-EO G.BD 0-1YR EOD,IE00B3FH7618,EUN6
SOURCE-S.MSCI EUR.VALUE A,IE00B3LK4Z20,EMSV
SOURCE-S.E.STXX OPT.BKS A,IE00B3Q19T94,S7XE
SPDR BARC.EO.GOV.BD ETF,IE00B3S5XW04,SYBB
SPDR BARC.EO COR.BD ETF,IE00B3T9LM79,SYBC
ISHSVII-EOGB.1-3YR EO ACC,IE00B3VTMJ91,SXRN
ISHSVII-EOGB.3-7YR EO ACC,IE00B3VTML14,SXRP
ISHSVII-EOGB.7-10YR EOACC,IE00B3VTN290,SXRQ
ISHSVII-MSCI UK S.C.LSACC,IE00B3VWLG82,SXRD
ISHSVII-MSCI USA SC DL AC,IE00B3VWM098,SXRG
ISHSVII-MSCI EMU SC EOACC,IE00B3VWMM18,SXRJ
ISHSVII-DLTB.1-3YR DLACCB,IE00B3VWN179,SXRK
ISHSVII-DLTB.3-7YR DL ACC,IE00B3VWN393,SXRL
ISHSVII-DLTB.7-10YR DLACC,IE00B3VWN518,SXRM
SPDR B.C.US COR.BOND ETF,IE00B3VY0M37,SYB1
SPDR BARCLAYS UK GILT ETF,IE00B3W74078,SYBG
ISHSV-S+500INF.T.SECT.DLA,IE00B3WJKG14,QDVE
DB X-TR.PTF.INC.U.E.1D EO,IE00B3Y8D011,XS7W
SPDR MSCI ACWI IMI ETF,IE00B3YLTY66,SPYI
CFS-DB-X-TR.EUR LIQ.COR.,IE00B3Z66S39,D3V3
ICS-INS-EO LIQUI.PRE.ACC.,IE00B3ZJFC95,I8IA
ISHSV-S+P500 EUR HGD ACC,IE00B3ZW0K18,IBCF
ISHSV-S+P500C.S.SECT.DL A,IE00B40B8R38,2B7D
SPDR BAR.EO AGG.BOND ETF,IE00B41RYL63,SYBA
ISHSV-SPAIN GOVT BD EO D,IE00B428Z604,IS0P
ISHSV-S+P500ENER.SECT.DLA,IE00B42NKQ00,QDVF
ISHSV-MSCI JAPAN EO HDG A,IE00B42Z5J44,IBCG
SPDR MSCI EM EUROPE ETF,IE00B431K857,SPYB
ISHSV-S+P500H.CA.SECT.DLA,IE00B43HR379,QDVG
ISHSV.MSCI W.EUR HGD ACC,IE00B441G979,IBCH
ISHSII-US AGGREG.BD DLDIS,IE00B44CGS96,EUNX
SPDR BARCL.US TRE.BD ETF,IE00B44CND37,SYBT
SPDR MSCI ACWI UCITS ETF,IE00B44Z5B48,SPYY
SPDR MSCI EM LAT.AMER.ETF,IE00B454X613,SPYL
ICS-INST.EO GOVT.LIQ.PA,IE00B455LS29,I8IC
SPDR BARCL.US AGG.BD ETF,IE00B459R192,SYBU
ICS-INS.US TREAS.PRE.A.DL,IE00B45H7020,I8IF
SPDR B.EM.MA.LO.BOND ETF,IE00B4613386,SYBM
SPDR MSCI EM ASIA ETF,IE00B466KX20,SPYA
SPDR BAR.STER.COR.BD ETF,IE00B4694Z11,SYBS
SPDR MSCI EMERG.MKTS ETF,IE00B469F816,SPYM
SPDR MSCI EM.MAR.SM.C.ETF,IE00B48X4842,SPYX
ISHSV-S+P500 FIN.SECT.DLA,IE00B4JNQZ49,QDVH
ISHSIII-MSCI EUR. EO(ACC),IE00B4K48X80,EUNK
ISHSV-S+P500 UT.SECT.DL A,IE00B4KBBD01,2B7A
ICS-INS.DL LIQUI.PREM ACC,IE00B4KZ8V93,I8IE
ISHSIII-CORE MSCI WLD DLA,IE00B4L5Y983,EUNL
ISHSIII-MSCI EM USD(ACC),IE00B4L5YC18,EUNM
ISHSIII-C.MSCI JP.IMI DLA,IE00B4L5YX21,EUNN
ISHSIII-EO C.B.EX-F.EODIS,IE00B4L5ZG21,EUNR
ISHSIII-EO CBX-F1-5YR EOD,IE00B4L5ZY03,EUNS
ISHSIII-EO C.BD 1-5YR EOD,IE00B4L60045,EUNT
ISHSV-S+P500IND.SECT.DL A,IE00B4LN9N13,2B7C
ISHSV-MSCI POLAND DL ACC,IE00B4M7GH52,IBCJ
ISHSV-S+P500C.D.SECT.DL A,IE00B4MCHD36,QDVK
ISHSV-S+P500MAT.SECT.DL A,IE00B4MKCJ84,2B7B
ISHSII-DLHY CORP BD DLDIS,IE00B4PY7Y77,IS0R
ISHSIII-MSCI P.EX-J.DLDIS,IE00B4WXJD03,EUNJ
ISHSIII-EO GB.5-7YR EODIS,IE00B4WXJG34,EUN9
ISHSIII-EO GB.10-15YR EOD,IE00B4WXJH41,EUN8
ISHSIII-C.EO GOV. B.EODIS,IE00B4WXJJ64,EUNH
SPDR S+P 400 US MID CAP,IE00B4YBJ215,SPY4
UBS ETFS-CMCI C.SF LSAACC,IE00B50XJX92,UEQ3
ISHSVII-NIKKEI 225 YN ACC,IE00B52MJD48,SXRZ
ISHSVII-C.MSCI P.XJPDLACC,IE00B52MJY50,SXR1
ISHSVII-MSCI CANADA DLACC,IE00B52SF786,SXR2
ISHSVII-MSCI USA DL ACC,IE00B52SFT06,SXR4
ISHSII-MSCI EUR.SRI EOACC,IE00B52VJ196,IUSK
ISHSIII-MSCI S.AFR.DLACC,IE00B52XQP83,IBC4
ISHSIII-MSCI AUSTR.DLACC,IE00B5377D42,IBC6
ISHSVII-MSCI UK LS ACC,IE00B539F030,SXR3
UBS ETFS-CMCI C.SF DLAACC,IE00B53H0131,UIQK
ISHSVII-FTSE 100 LS ACC,IE00B53HP851,SXRW
ISHSVII-C.EO STXX50 EOACC,IE00B53L3W79,SXRT
ISHSVII-DJIA DL ACC,IE00B53L4350,SXRU
ISHSVII-FTSE MIB EO ACC,IE00B53L4X51,SXRY
ISHSVII-MSCI JAPAN DL ACC,IE00B53QDK08,SXR5
ISHSVII-MSCI EMU EO ACC,IE00B53QG562,SXR7
ISHSVII-NASDAQ 100 DL ACC,IE00B53SZB19,SXRV
UBS ETFS-HFRX GL.HDG.A EO,IE00B54DDP56,UIQC
ISHSII-DJ GL.SUST.SCR.DLA,IE00B57X3V84,IUSL
"SEAGATE TECHNO. DL-,00001",IE00B58JVZ52,STT
ISHSVII-MSCI BRAZIL DLACC,IE00B59L7C92,CEBE
SOURCE MKTS-S.EU.STXX50 B,IE00B5B5TG76,S6X0
ISHSVII-CORE S+P500 DLACC,IE00B5BMR087,SXR8
ISHSVII-MSCI EM AS.DL ACC,IE00B5L8K969,CEBL
SPDR S+P EO DIV.ARIST.ETF,IE00B5M1WJ87,SPYW
ISHSIII-EM L.GOV.BD DLDIS,IE00B5M4WH52,IUSP
SOURCE-S.ST.EU.600O.TEL.A,IE00B5MJYB88,SC0Q
SOURCE-S.S.E.600OPT.T+L A,IE00B5MJYC95,SC0R
SOURCE-S.ST.E.600OP.IGS A,IE00B5MJYX09,SC0S
SOURCE-S.ST.E.600OP.H.C.A,IE00B5MJYY16,SC0T
SOURCE-S.ST.E.600OP.BKS A,IE00B5MTWD60,SC0U
SOURCE-S.ST.E.600OP.O+G A,IE00B5MTWH09,SC0V
SOURCE-S.ST.E.600OP.B.R.A,IE00B5MTWY73,SC0W
SOURCE-S.ST.EU.600OPT.T.A,IE00B5MTWZ80,SC0X
SOURCE-S.ST.E.600OP.INS.A,IE00B5MTXJ97,SC0Y
SOURCE-S.ST.E.600OPT.UT.A,IE00B5MTXK03,SC0Z
SOURCE-S.ST.E.600 OP.CH.A,IE00B5MTY077,SC00
SOURCE-S.ST.E.600OP.C+M A,IE00B5MTY309,SC01
SOURCE-S.ST.E.600OP.FIN.A,IE00B5MTYK77,SC02
SOURCE-S.ST.E.600OP.F+B A,IE00B5MTYL84,SC03
SOURCE-S.ST.E.600OP.MED.A,IE00B5MTZ488,SC06
SOURCE-S.ST.E.600OP.PHG A,IE00B5MTZ595,SC04
SOURCE-S.ST.E.600OP.RET.A,IE00B5MTZM66,SC05
SOURCE-S.ST.E.600OP.A+P A,IE00B5NLX835,SC0P
UBS(I)-SOL.G.O.E.U.E.ADDL,IE00B5PYL424,UBUB
UBS ETFS-MSCI CA SF AACD,IE00B5TZCY80,UIQS
ISHSVII-MSCI RU ADR/GDRDA,IE00B5V87390,CEBB
ISV GER.GOV.BD U.ETF EOD,IE00B5V94313,IS0L
ISHSVII-MSCI KOREA DL ACC,IE00B5W4TY14,CEBJ
ISHSVII-MSCI MX.CPD DLACC,IE00B5WHFQ43,CEBG
PFISETF.-EO SH.MAT.S.EOIN,IE00B5ZR2157,PJS1
SOURCE MKTS-S.ST.EUR.600A,IE00B60SWW18,SC0C
SOURCE MKTS-S.EU.STXX50 A,IE00B60SWX25,SC0D
SOURCE MKTS-S.MSCI EURO.A,IE00B60SWY32,SC0E
SOURCE MKTS-S.S.E.SM.200A,IE00B60SWZ49,SC0F
SOURCE MKTS-S.ST.EU.M200A,IE00B60SX063,SC0G
SOURCE MKTS-S.MSCI USA A,IE00B60SX170,SC0H
SOURCE MKTS-S.MSCI JAP.A,IE00B60SX287,SC0I
SOURCE MKTS-S.MSCI WRLD A,IE00B60SX394,SC0J
SOURCE MKTS-S.RUSS.2000 A,IE00B60SX402,SC0K
ISHSV-EM DIVID.U.ETF DLD,IE00B652H904,EUNY
IS EO H.Y.CO.BD U.ETF EOD,IE00B66F4759,EUNW
ISHSIII-EM.ASIA L.G.B.DLD,IE00B6QGFW01,IS0S
ISHSV-O+G.EX.+PROD.DL A,IE00B6R51Z18,IS0D
ISV-GOLD.PROD.U.ETF DLA,IE00B6R52036,IS0E
ISV-AGRIBUSIN.U.ETF DLA,IE00B6R52143,IS0C
ISHSV-MSCI ACWI DL A,IE00B6R52259,IUSQ
SPDR S+P UK DIV.ARIST.ETF,IE00B6S2Z822,SPYG
ISHSVI-E.S+P500MIN.V.DL A,IE00B6SPMN59,IBCK
ISHSV-USD EM C.BD DL DIS,IE00B6TLBW47,IS0Q
ISV-E.C.B.I.R.H.U.ETF EOD,IE00B6X2VY59,IS0Y
SPDR S+P EM.MKTS DIVI.ETF,IE00B6YX5B26,SPYV
SPDR S+P 500 UCITS ETF,IE00B6YX5C33,SPY5
SPDR S+P US DIV.ARIST.ETF,IE00B6YX5D40,SPYD
SPDR B.1-3 Y.EO GO.BD ETF,IE00B6YX5F63,SYB3
SPDR BAR.1-5 YEA.GILT ETF,IE00B6YX5K17,SYB5
SPDR BAR.15+ YEA.GILT ETF,IE00B6YX5L24,SYBL
SPDR BARC.EO HI.YI.BD ETF,IE00B6YX5M31,SYBJ
SPDR FTSE UK ALL SHARE,IE00B7452L46,SPYF
IS GL.HI.YI.C.B.U.ETF DLD,IE00B74DQ490,IBC9
UBS I.-MSCI USA U.E. ADDL,IE00B77D4428,UBU3
UBS(I)-MSCI US.V.U.E.ADDL,IE00B78JSG98,UBU5
SPDR CITI ASIA LOC.GOV.BD,IE00B7GBL799,SYBX
IS GBL CORP BD U.ETF DLD,IE00B7J7TB45,IS0X
UBS(I.)ETF-SP500 U.E.ADDL,IE00B7K93397,UBU9
UBS(I)-S.G.P.G.M.U.E.ADDL,IE00B7KMNP07,UBUD
UBS(I)-MSCI WOR. U.E.ADDL,IE00B7KQ7B66,UBU7
SPDR BOFA ML E.M.C.BD ETF,IE00B7LFXY77,SYBE
ISV FRAN.GOV.BD U.ETF EOD,IE00B7LGZ558,IS0K
ISHSV-ITAL.GOVT BD EO D,IE00B7LW6Y90,IS0M
SPDR B.EM IN.L.LO.BD U.,IE00B7MXFZ59,SYBI
UBS ETFS-MSCI AC AXJ.AADL,IE00B7WK2W23,UIQI
SPDR S+P 500 LW VOL.USD,IE00B802KR88,SPY1
ISHSVI-E.MSCI EO MIN.VEOA,IE00B86MWN23,EUN0
ISHSVI-G.AAA-AA G.B.DL D,IE00B87G8S03,IS0Z
ISHSVI-EO C.BD FINLS EOD,IE00B87RLX93,IS3B
ICS-INST.EO ASS.LIQ. ACEO,IE00B8C1FB24,I8IB
ISHS VI-E.MSCI WL.M.V.DLA,IE00B8FHGS14,IQQ0
SPDR DW JNES GL.RL.EST.DL,IE00B8GF1M35,SPYJ
ISHSVI-E.MSCI EM MIN.VDLA,IE00B8KGV557,EUNZ
SPDR MSCI EMU UCITS ETF,IE00B910VR50,ZPRE
SPDR B.0-5 Y.US H.Y.B.ETF,IE00B99FL386,SYBK
SPDR S+P GL.DIV.ARIST.ETF,IE00B9CQXS71,ZPRG
SPDR S+P P.AS.DIV.ARI.ETF,IE00B9KNR336,ZPRA
ISHSVI-JPM DL BD EOH DIS,IE00B9M6RS56,IS3C
ISHSVI-G.C.BD EO H DIST,IE00B9M6SJ31,IBCQ
DB-XTR.MS.NORD.ETF(DR) 1D,IE00B9MRHC27,XDN0
DB-XTR.MITT.+MIDC.GERM.1D,IE00B9MRJJ36,XDGM
SPDR B.1-3 Y.US TRE.B.ETF,IE00BC7GZJ81,SYBW
SPDR B.0-3 Y.EUR.CO.B.ETF,IE00BC7GZW19,SYBD
SPDR B.0-3 Y.US COR.B.ETF,IE00BC7GZX26,SYBF
SSGA SP.E.EU.II-EO S.L.V.,IE00BCBJF711,SYBQ
SSGA SP.E.EU.II-M.E.B.BR.,IE00BCBJFC69,ZPRB
SSGA SP.E.EU.II-M.W.S.C.,IE00BCBJG560,ZPRS
IS DL C.B.I.R.H.U.ETF DLD,IE00BCLWRB83,IS3F
ISIV-MSCI EMUMC.U.ETF EOA,IE00BCLWRD08,IS3H
ISIV-MSCIEMULACAU.ETF EOA,IE00BCLWRF22,IS3G
ISIV-DL S.D.C.B U.ETF DLD,IE00BCRY5Y77,IS3J
ISHSIV-DL S.D.H.Y.BD DL D,IE00BCRY6003,IS3K
ISHSIV-DL ULTRASH.BD DL D,IE00BCRY6227,IS3L
ISIV-EO ULTR.BD U.ETF EOD,IE00BCRY6557,IS3M
P.SHS US H.Y.FAL.ANG.ETF,IE00BD0Q9673,FAHY
ISHSIV-E.MSCI USA SIZE.F.,IE00BD1F4K20,QDVC
ISHSIV-E.MSCI USA QUAL.F.,IE00BD1F4L37,QDVB
ISHSIV-E.MSCI USA VAL.FA.,IE00BD1F4M44,QDVI
ISHSIV-E.MSCI USA M.F.DLA,IE00BD1F4N50,QDVA
UBS(I.)ETF-SP500 UE AAEOH,IE00BD34DK07,UEQD
QNB GL.F.-QNB ZY.IN.IDLIN,IE00BD3GLV34,QNEI
ISHSIV-IS.OMX STOC.CAP.SK,IE00BD3RYZ16,OM3X
DB-XTR.IBOXX EM.SO.Q.W.1D,IE00BD4DX952,XQUA
UBS I.ETF-M.U.H.T.EO EOAA,IE00BD4TYG73,UBUJ
